,sentence,topic,sentiment,tokens,dataset
1187,đầy đủ chi tiết .,3,2,"['đầy_đủ', 'chi_tiết']",train
1188,"thực sự em cảm thấy 90 phút thi giấy với đề thi đó là quá sức , dường như không một ai có thể hoàn thành dù rất nỗ lực .",1,0,"['90', 'phút', 'thi', 'giấy', 'đề', 'thi', 'quá_sức', 'dường_như', 'hoàn_thành', 'nỗ_lực']",train
1189,quan tâm tới học sinh .,0,2,['học_sinh'],train
1190,"thầy không đảm bảo lên lớp đúng giờ , có bữa nghỉ mà cũng không báo trước cho sinh viên hay thông báo nghỉ .",0,0,"['thầy', 'lên_lớp', 'bữa', 'nghỉ', 'báo', 'sinh_viên', 'thông_báo', 'nghỉ']",train
1191,chưa giúp tôi phát triển được tốt nhất khả năng của mình .,1,0,"['giúp', 'phát_triển', 'khả_năng']",train
1192,"cô dạy hay , dễ hiểu , thân thiện với lớp .",0,2,"['dạy', 'thân_thiện', 'lớp']",train
1193,"các slide bài tập hàng tuần rất đầy đủ , kể cả về nội dung thực hành .",0,2,"['slide', 'bài_tập', 'hàng', 'tuần', 'đầy_đủ', 'nội_dung', 'thực_hành']",train
1194,"cách trình bày và hướng dẫn còn nhiều lủng củng , không có phong cách truyền đạt của riêng mình , từ đó không tạo đam mê hứng thú cho sinh viên , cần khắc phục thay đổi cách truyền đạt và cách trình bày .",0,0,"['trình_bày', 'hướng_dẫn', 'lủng_củng', 'phong_cách', 'truyền_đạt', 'đam_mê', 'hứng_thú', 'sinh_viên', 'khắc_phục', 'truyền_đạt', 'trình_bày']",train
1195,"giáo viên nhiệt tình , thân thiện .",0,2,"['giáo_viên', 'nhiệt_tình', 'thân_thiện']",train
1196,nên có sự so sánh phản hồi về phương pháp lập trình của sinh viên .,3,0,"['so_sánh', 'phản_hồi', 'phương_pháp', 'lập_trình', 'sinh_viên']",train
1197,"bài tập trên lớp làm quá nhanh , có thể không theo kịp .",1,0,"['bài_tập', 'lớp', 'kịp']",train
1198,"tận tình với sinh viên , dạy tốt .",0,2,"['tận_tình', 'sinh_viên', 'dạy']",train
1199,"phần thực hành , chúng em không được hướng dẫn đủ .",1,0,"['thực_hành', 'hướng_dẫn']",train
1200,nên hướng dẫn cách thực hiện .,0,0,['hướng_dẫn'],train
1201,"giảng viên dạy cực khó hiểu , khả năng truyền đạt kém , giảng dạy nhàm chán khiến sinh viên không có hứng thú khi tham gia học tập .",0,0,"['giảng_viên', 'dạy', 'cực', 'khả_năng', 'truyền_đạt', 'kém', 'giảng_dạy', 'nhàm_chán', 'sinh_viên', 'hứng_thú', 'tham_gia', 'học_tập']",train
1202,"thầy chỉ đọc trên slide , ít có giảng nội dung ngoài .",0,2,"['thầy', 'đọc', 'slide', 'giảng', 'nội_dung']",train
1203,"tích cực , nhiệt huyết .",0,2,"['tích_cực', 'nhiệt_huyết']",train
1204,"cá nhân em nhận thấy cô wzjwz9 đảm bảo giờ dạy trên lớp , hoàn thành chương trình đúng tiến độ , nhưng phương pháp sư phạm của cô chưa được tốt lắm .",0,0,"['wzjwz9', 'dạy', 'lớp', 'hoàn_thành', 'chương_trình', 'tiến_độ', 'phương_pháp_sư_phạm', 'lắm']",train
1205,"thầy lên lớp rất trễ , giờ học bắt đầu vào lúc 13h00 thì có hôm 13h30 hoặc 14h00 thầy mới vô .",0,0,"['thầy', 'lên_lớp', 'trễ', 'học', 'bắt_đầu_vào', '13h00', 'hôm', '13h30', '14h00', 'thầy', 'vô']",train
1206,"cô không gây được hứng thú học cho sinh viên , đặc biệt là đối với môn khó thế này .",0,0,"['hứng_thú', 'học', 'sinh_viên', 'môn']",train
1207,"tiết dạy thầy rất sinh động , không thể tin được , thật là không thể tin nổi , quá là tuyệt vời !",0,2,"['tiết', 'dạy', 'thầy', 'sinh_động', 'nổi', 'tuyệt_vời']",train
1208,thường xuyên đăng slide bài giảng lên hệ thống moodle .,0,2,"['thường_xuyên', 'đăng', 'slide', 'giảng', 'hệ_thống', 'moodle']",train
1209,"giáo viên vui vẻ , giảng dạy nhiệt tình .",0,2,"['giáo_viên', 'vui_vẻ', 'giảng_dạy', 'nhiệt_tình']",train
1210,hiện tại trong khi chương trình thực hành đã kết thúc nhưng vẫn không có lịch thi cụ thể .,1,0,"['chương_trình', 'thực_hành', 'kết_thúc', 'lịch', 'thi']",train
1211,mọi thứ thầy dạy rất mơ hồ .,0,0,"['thầy', 'dạy', 'mơ_hồ']",train
1212,chưa bao giờ có ý định nghỉ tiết của thầy ( trừ trường hợp ngủ quên colonbigsmile ) .,0,2,"['ý_định', 'nghỉ', 'tiết', 'thầy', 'trừ', 'trường_hợp', 'ngủ', 'quên', 'colonbigsmile']",train
1213,khối lượng lý thuyết và thực hành phải học quá ôm đồm trong một môn học .,1,0,"['khối_lượng', 'lý_thuyết', 'thực_hành', 'học', 'ôm_đồm', 'môn_học']",train
1214,nếu không thì coi như lớp đi toi .,3,0,"['coi', 'lớp', 'đi', 'toi']",train
1215,một môn học trong cùng một giờ chỉ nên có một giảng viên đứng lớp để đảm bảo sự liên tục của bài học .,0,0,"['môn_học', 'giảng_viên', 'đứng', 'lớp', 'liên_tục', 'bài_học']",train
1216,"dạy đầy đủ kiến thức trên lớp , giảng sâu vào bài khiến sinh viên hiểu bài rõ ràng hơn .",0,2,"['dạy', 'đầy_đủ', 'kiến_thức', 'lớp', 'giảng', 'sâu', 'sinh_viên', 'rõ_ràng']",train
1217,"cách giảng đôi lúc ( vài buổi ) còn gây buồn ngủ , chưa thu hút ( có thể là do bài giảng nhiều lý thuyết mới ) .",0,0,"['giảng', 'đôi', 'buồn_ngủ', 'thu_hút', 'giảng', 'lý_thuyết']",train
1218,"giảng viên tận tâm , nhiệt tình , giảng dạy rất chi tiết nội dung môn học , các ví dụ sinh động , sát thực tế .",0,2,"['giảng_viên', 'tận_tâm', 'nhiệt_tình', 'giảng_dạy', 'chi_tiết', 'nội_dung', 'môn_học', 'ví_dụ', 'sinh_động', 'sát']",train
1219,cô nên gửi tài liệu ( của cô ) trước lên moodle để các em có thể theo dõi kịp các chương học cần nhiều buổi học .,0,0,"['gửi', 'tài_liệu', 'moodle', 'theo_dõi', 'kịp', 'chương', 'học', 'học']",train
1220,có nhiều thời gian chết trong giờ học .,2,0,"['chết', 'học']",train
1221,"em không ý kiến gì về việc thầy chấm khó hay dễ nhưng nếu chấm khó thì thầy nên quan tâm đầu tư về việc giảng dạy nhiều hơn , tạo nhiều hoạt động hỗ trợ và thúc đẩy sinh viên làm đồ án .",0,0,"['ý_kiến', 'thầy', 'chấm', 'chấm', 'thầy', 'đầu_tư', 'giảng_dạy', 'hoạt_động', 'thúc_đẩy', 'sinh_viên', 'đồ_án']",train
1222,"cải thiện trang thiết bị phòng học doubledot quạt , máy chiếu .",2,0,"['cải_thiện', 'trang', 'thiết_bị', 'phòng', 'học', 'doubledot', 'quạt_máy_chiếu']",train
1223,"giảng viên cần đưa ra những ví dụ thực tiễn minh họa cho bài học , không nên giảng quá nhiều về lý thuyết trừu tượng , nên sửa bài tập để sinh viên có thể sửa những lỗi của mình trong khi làm bài bài tập .",0,0,"['giảng_viên', 'ví_dụ', 'thực_tiễn', 'minh_họa', 'bài_học', 'giảng', 'lý_thuyết', 'trừu_tượng', 'sửa', 'bài_tập', 'sinh_viên', 'sửa', 'lỗi', 'bài_tập']",train
1224,làm sinh viên không thoải mái học tập .,1,0,"['sinh_viên', 'thoải_mái', 'học_tập']",train
1225,sinh viên chưa thể hình dung và tiếp thu hết được tất cả nội dung .,1,0,"['sinh_viên', 'thể_hình_dung', 'tiếp_thu', 'nội_dung']",train
1226,"thiếu nhiệt tình , ít làm bài tập .",0,0,"['nhiệt_tình', 'bài_tập']",train
1227,"giảng dạy qua loa , mơ hồ , phó thác cho google , luyên thuyên lan man nhiều .",0,0,"['giảng_dạy', 'qua_loa', 'mơ_hồ', 'phó_thác', 'google', 'luyên', 'thuyên', 'lan_man']",train
1228,có giới thiệu về những công cụ hay .,1,2,"['giới_thiệu', 'công_cụ']",train
1229,giảng viên nên giảng dạy một cách sinh động hơn cho lớp học .,0,0,"['giảng_viên', 'giảng_dạy', 'sinh_động', 'lớp_học']",train
1230,"em thấy nó rất cần thiết sau này , em đề nghị với văn phòng chương trình đặc biệt năm sau lại tiếp tục mời thầy về dạy .",1,0,"['cần_thiết', 'đề_nghị', 'văn_phòng', 'chương_trình', 'mời', 'thầy', 'dạy']",train
1231,mặc dù điểm thi em không cao do em làm bài không dò lại coloncontemn .,1,1,"['mặc_dù', 'thi', 'dò', 'coloncontemn']",train
1232,thầy wzjwz277 vui tính .,0,2,"['thầy', 'wzjwz277', 'vui_tính']",train
1233,"dạy hấp dẫn , hay .",0,2,"['dạy', 'hấp_dẫn']",train
1234,đề thi sát với môn học .,1,2,"['đề', 'thi', 'sát', 'môn_học']",train
1235,"cách dạy của thầy giúp sinh viên dễ tiếp thu kiến thức , chủ động học tập .",0,2,"['dạy', 'thầy', 'giúp', 'sinh_viên', 'tiếp_thu', 'kiến_thức', 'chủ_động', 'học_tập']",train
1236,cần học môn lập trình trực quan trước .,1,0,"['học', 'môn', 'lập_trình', 'trực_quan']",train
1237,"thầy dạy rất hay , luôn gắn liền với đời sống thực , giúp cho tụi em có cái nhìn chính xác về một game .",0,2,"['thầy', 'dạy', 'gắn', 'liền', 'đời_sống', 'thực', 'giúp', 'tụi', 'chính_xác', 'game']",train
1238,giảng viên có tâm huyết .,0,2,"['giảng_viên', 'tâm_huyết']",train
1239,không biết được chính xác bao giờ học thật để đi học .,1,0,"['chính_xác', 'học', 'đi', 'học']",train
1240,chương trình giảng dạy .,0,1,"['chương_trình', 'giảng_dạy']",train
1241,bài tập phong phú và đa dạng giúp sinh viên có thể nắm được kiến thức .,1,2,"['bài_tập', 'phong_phú', 'đa_dạng', 'giúp', 'sinh_viên', 'nắm', 'kiến_thức']",train
1242,"phương pháp giảng dạy của thầy giúp sinh viên chủ động doubledot có các bài tập trên lớp , làm việc theo nhóm .",0,0,"['phương_pháp', 'giảng_dạy', 'thầy', 'giúp', 'sinh_viên', 'chủ_động', 'doubledot', 'bài_tập', 'lớp', 'làm_việc']",train
1243,hết mình .,0,2,['hết_mình'],train
1244,trong giờ học thầy cứ đi lên đi xuống và nói thao thao bất tuyệt .,0,0,"['học', 'thầy', 'đi', 'đi', 'thao_thao', 'bất_tuyệt']",train
1245,sĩ số sinh viên trong lớp quá đông với lại nhiều sinh viên nhiều ngành khác nhau học nên chất lượng buổi học không tốt .,1,0,"['sĩ_số', 'sinh_viên', 'lớp', 'đông', 'sinh_viên', 'ngành', 'học', 'chất_lượng', 'học']",train
1246,cần tăng cường hoạt động nhóm và cần nhiều bài tập hơn cho môn học .,1,0,"['tăng_cường', 'hoạt_động', 'bài_tập', 'môn_học']",train
1247,"thầy giảng khá chậm rãi , mạch lạc , dễ tiếp thu nên có thể giải đáp được những khúc mắc của học sinh .",0,2,"['thầy', 'giảng', 'chậm_rãi', 'mạch_lạc', 'tiếp_thu', 'giải_đáp', 'khúc_mắc', 'học_sinh']",train
1248,"mong cô cải thiện cách dạy học của cô , cho học sinh thêm hứng thú tới lớp ( dừng áp dụng việc điểm danh bắt buộc học sinh đi học ) .",0,0,"['mong', 'cải_thiện', 'dạy_học', 'học_sinh', 'hứng_thú', 'lớp', 'dừng', 'áp_dụng', 'điểm_danh', 'bắt_buộc', 'học_sinh', 'đi', 'học']",train
1249,"giảng viên nhiệt tình , tận tâm !",0,2,"['giảng_viên', 'nhiệt_tình', 'tận_tâm']",train
1250,"giảng dễ hiểu , nhiệt tình .",0,2,"['giảng', 'nhiệt_tình']",train
1251,thầy vui tính trong việc dạy .,0,2,"['thầy', 'vui_tính', 'dạy']",train
1252,"do trình độ tiếng anh của lớp không cao chỉ một số ít có khả năng nghe , đọc , và hiểu được bài giảng của thấy nên hiệu quả của việc giảng dạy bằng tiếng anh là chưa cao .",0,0,"['trình_độ', 'tiếng', 'lớp', 'một_số_ít', 'khả_năng', 'đọc', 'giảng', 'hiệu_quả', 'giảng_dạy', 'tiếng']",train
1253,"tận tâm , có kế hoạch .",0,2,"['tận_tâm', 'kế_hoạch']",train
1254,tài liệu tiếng anh nên gây một chút khó khăn cho sinh viên .,1,0,"['tài_liệu', 'tiếng', 'một_chút', 'sinh_viên']",train
1255,các phần bài tập ví dụ cần rõ ràng và rành mạch .,1,0,"['bài_tập', 'ví_dụ', 'rõ_ràng', 'rành_mạch']",train
1256,thầy rất đúng giờ !,0,2,['thầy'],train
1257,"em cũng như các bạn học chung trong lớp đều thấy phần thực hành cho mỗi buổi như thế là quá nhiều , nhất là các bài thực hành từ 13 trở đi .",1,0,"['học', 'lớp', 'thực_hành', 'thực_hành', '13', 'trở_đi']",train
1258,công bằng .,0,2,['công_bằng'],train
1259,"giảng viên cho quá nhiều bài tập , nhưng ít hướng dẫn và giải bài tập .",0,0,"['giảng_viên', 'bài_tập', 'hướng_dẫn', 'giải', 'bài_tập']",train
1260,cần nâng cao chất lượng máy chiếu .,2,0,"['nâng', 'chất_lượng', 'máy_chiếu']",train
1261,ra nhiều bài tập hơn .,1,0,['bài_tập'],train
1262,"cô dạy rất dễ thương , dễ hiểu , nắm chắc kiến thức .",0,2,"['dạy', 'dễ_thương', 'nắm', 'kiến_thức']",train
1263,"giảng dạy ngắn gọn , dễ hiểu , nhiệt tình .",0,2,"['giảng_dạy', 'ngắn_gọn', 'nhiệt_tình']",train
1264,thầy dạy khó hiểu .,0,0,"['thầy', 'dạy']",train
1265,nên có ngoại khóa .,1,0,"['ngoại', 'khóa']",train
1266,"giảng viên nghỉ dạy quá nhiều , mỗi lần nghỉ chỉ báo trước sớm nhất 1h , có khi còn báo sau khi kết thúc buổi học , trong khi nhiều bạn đã đang ngồi trên xe bus đến trường rồi , làm sao cập nhật thông tin kịp .",0,0,"['giảng_viên', 'nghỉ', 'dạy', 'nghỉ', 'báo', '1h', 'báo', 'kết_thúc', 'học', 'xe', 'bus', 'trường', 'cập_nhật', 'thông_tin', 'kịp']",train
1267,giảng viên thực hành nên quan tâm đến sinh viên nhiều hơn .,0,0,"['giảng_viên', 'thực_hành', 'sinh_viên']",train
1268,"thầy dạy dễ hiểu , tận tình với sinh viên .",0,2,"['thầy', 'dạy', 'tận_tình', 'sinh_viên']",train
1269,tạo bầu không khí thoải mái cho sinh viên .,0,2,"['bầu', 'không_khí', 'thoải_mái', 'sinh_viên']",train
1270,thầy chấm điểm khá gắt .,0,0,"['thầy', 'chấm', 'gắt']",train
1271,điểm danh thường xuyên .,0,1,"['điểm_danh', 'thường_xuyên']",train
1272,không có gì không hài lòng cả .,3,1,['hài_lòng'],train
1273,được học nhiều kinh nghiệm từ thầy wzjwz163 .,0,2,"['học', 'kinh_nghiệm', 'thầy', 'wzjwz163']",train
1274,"thầy thử nói , một nhóm không ai quen biết , không chung khoa , đã vậy lại không cùng chí hướng lấy gì để cái gọi là đề ra chí hướng và cách thức thực hiện chúng .",0,0,"['thầy', 'thử', 'quen_biết', 'khoa', 'chí_hướng', 'gọi', 'đề', 'chí_hướng', 'cách_thức']",train
1275,"giảng dạy nhiệt tình , bài tập nhiều .",0,2,"['giảng_dạy', 'nhiệt_tình', 'bài_tập']",train
1276,giảng viên không sử dụng hiệu quả thời gian trên lớp mỗi buổi học .,0,0,"['giảng_viên', 'hiệu_quả', 'lớp', 'học']",train
1277,cách truyền đạt khó có thể cho tôi nắm bắt được nội dung môn học .,0,0,"['truyền_đạt', 'nắm_bắt', 'nội_dung', 'môn_học']",train
1278,chưa demo nhiều .,1,0,['demo'],train
1279,"chào quý thầy cô , phương pháp học tập mới cdio em cảm thấy được áp dụng không hợp lý , ví dụ tuần này thầy wzjwz39 đang dạy vấn đề đó , do kiến thức còn nhiều nên sinh viên chưa nắm , đến tuần sau thầy toàn vào lại dạy một kiến thức hoàn toàn khác .",3,0,"['chào', 'quý', 'thầy', 'phương_pháp', 'học_tập', 'cdio', 'áp_dụng', 'hợp_lý', 'ví_dụ', 'tuần', 'thầy', 'wzjwz39', 'dạy', 'kiến_thức', 'sinh_viên', 'nắm', 'tuần', 'thầy', 'toàn', 'dạy', 'kiến_thức']",train
1280,"thời lượng môn học quá dài , sinh viên cảm thấy mệt mỏi .",1,0,"['thời_lượng', 'môn_học', 'sinh_viên', 'mệt_mỏi']",train
1281,"giáo viên nhiệt tình , vui tính .",0,2,"['giáo_viên', 'nhiệt_tình', 'vui_tính']",train
1282,"thầy dạy dễ hiểu , giảng bài khá kỹ .",0,2,"['thầy', 'dạy', 'giảng', 'kỹ']",train
1283,"giảng bài sinh động , có nhiều cuộc thảo luận trên lớp .",0,2,"['giảng', 'sinh_động', 'thảo_luận', 'lớp']",train
