sentence,topic,sentiment,dataset,tokens
"không nên để xảy ra lỗi trong yêu cầu thực hành , không thực hành phần nào chưa học lý thuyết .",1,0,train,"['xảy', 'lỗi', 'thực_hành', 'thực_hành', 'học', 'lý_thuyết']"
thầy wzjwz21 truyền đạt cả lớp học không ai hiểu là thầy đang dạy gì !,0,0,train,"['thầy', 'wzjwz21', 'truyền_đạt', 'lớp_học', 'thầy', 'dạy']"
bài giảng không thu hút được học sinh .,1,0,train,"['giảng', 'thu_hút', 'học_sinh']"
cần phân chia hai giảng viên cho từng dãy bàn để tăng khả năng tương tác với sinh viên .,1,0,train,"['phân_chia', 'hai', 'giảng_viên', 'dãy', 'bàn', 'khả_năng', 'tương_tác', 'sinh_viên']"
thời gian học thoải mái .,1,2,train,"['học', 'thoải_mái']"
giáo viên giảng dạy tận tình và cho làm nhiều bài tập .,0,2,train,"['giáo_viên', 'giảng_dạy', 'tận_tình', 'bài_tập']"
"nhiệt tình , luôn giúp đỡ sinh viên khi sinh viên có thắc mắc .",0,2,train,"['nhiệt_tình', 'giúp_đỡ', 'sinh_viên', 'sinh_viên', 'thắc_mắc']"
thời gian đi dạy trễ .,0,0,train,"['đi', 'dạy', 'trễ']"
"tận tâm , đúng giờ .",0,2,train,['tận_tâm']
dạy khó hiểu .,0,0,train,['dạy']
thầy hướng dẫn thực hành chi tiết .,0,2,train,"['thầy', 'hướng_dẫn', 'thực_hành', 'chi_tiết']"
tạo điều kiện cho học sinh phát biểu .,1,2,train,"['học_sinh', 'phát_biểu']"
"thầy hay khó chịu , không tận tâm , nhiệt tình .",0,0,train,"['thầy', 'khó_chịu', 'tận_tâm', 'nhiệt_tình']"
thầy đi dạy đầy đủ .,0,2,train,"['thầy', 'đi', 'dạy', 'đầy_đủ']"
cô cho làm đồ án .,0,1,train,['đồ_án']
giáo viên dạy nhanh quá theo không kịp .,0,0,train,"['giáo_viên', 'dạy', 'kịp']"
giảng viên tận tâm nhiệt tình !,0,2,train,"['giảng_viên', 'tận_tâm', 'nhiệt_tình']"
"học tập hơi khô khan , cô cần ôn tập thi sát đề thêm chút nữa ạ coloncolon .",0,0,train,"['học_tập', 'hơi', 'khô_khan', 'ôn_tập', 'thi', 'sát', 'đề', 'chút', 'coloncolon']"
chào thầy fraction cô !,3,1,train,"['chào', 'thầy', 'fraction']"
"nhiệt tình , tạo hứng thú học tập .",0,2,train,"['nhiệt_tình', 'hứng_thú', 'học_tập']"
nên có nhiều tiết thực hành hơn .,1,0,train,"['tiết', 'thực_hành']"
"slide bài học rất ư là khó nắm bắt , code trong slide vẫn còn chỗ sai .",1,0,train,"['slide', 'bài_học', 'nắm_bắt', 'code', 'slide', 'chỗ', 'sai']"
"nghỉ rất nhiều , đa phần những buổi nghỉ là do sinh viên chờ 30 phút không thấy thầy lên mà giải tán .",0,0,train,"['nghỉ', 'đa_phần', 'nghỉ', 'sinh_viên', 'chờ', '30', 'phút', 'thầy', 'giải_tán']"
giảng dạy cho sinh viên rất nhiệt tình .,0,2,train,"['giảng_dạy', 'sinh_viên', 'nhiệt_tình']"
"giảng viên dạy lý thuyết và thực hành cần thống nhất với nhau về nội dung đã được giảng dạy qua mỗi tuần , tránh trường hợp thực hành trước khi học lý thuyết .",0,0,train,"['giảng_viên', 'dạy', 'lý_thuyết', 'thực_hành', 'thống_nhất', 'nội_dung', 'giảng_dạy', 'tuần', 'trường_hợp', 'thực_hành', 'học', 'lý_thuyết']"
cần kết hợp học với hành .,1,0,train,"['kết_hợp', 'học', 'hành']"
"giảng viên cực kỳ tận tâm , nhiệt tình , giảng dạy rất dễ hiểu và rất thú vị tuy rằng đây là môn khô khan , khó hiểu .",0,2,train,"['giảng_viên', 'cực_kỳ', 'tận_tâm', 'nhiệt_tình', 'giảng_dạy', 'thú_vị', 'môn', 'khô_khan']"
"thầy dạy rất dễ hiểu , bài tập nhiều .",0,2,train,"['thầy', 'dạy', 'bài_tập']"
nên đưa ra các vấn đề thường gặp .,3,0,train,[]
cô hướng dẫn về cách thuyết trình rất hay .,0,2,train,"['hướng_dẫn', 'thuyết_trình']"
cô dạy hay nhiệt tình .,0,2,train,"['dạy', 'nhiệt_tình']"
"giảng dạy ngắn gọc , dễ hiểu , nhiệt tình .",0,2,train,"['giảng_dạy', 'ngắn', 'gọc', 'nhiệt_tình']"
bài tập cho quá khó .,1,0,train,['bài_tập']
giảng viên nên ra thêm bài tập .,0,0,train,"['giảng_viên', 'bài_tập']"
giảng viên quá nhiệt tình .,0,2,train,"['giảng_viên', 'nhiệt_tình']"
"giáo viên hướng dẫn cho code sai , hướng dẫn viết code ít , không đáp ứng được câu hỏi của học sinh .",0,0,train,"['giáo_viên', 'hướng_dẫn', 'code', 'sai', 'hướng_dẫn', 'viết', 'code', 'đáp_ứng', 'câu', 'học_sinh']"
"thầy nhiệt tình , giảng chi tiết , có quan tâm đến sinh viên .",0,2,train,"['thầy', 'nhiệt_tình', 'giảng', 'chi_tiết', 'sinh_viên']"
"thầy không quan tâm đến việc học của sinh viên , nhiệm vụ của thầy là lên lớp đọc slide cho các bạn khác nên trình trạng sinh viên nghỉ rất nhiều .",0,0,train,"['thầy', 'học', 'sinh_viên', 'nhiệm_vụ', 'thầy', 'lên_lớp', 'đọc', 'slide', 'trình', 'trạng', 'sinh_viên', 'nghỉ']"
môn này gắn với thực tế nhiều nên có những các tương tác trực tiếp với nhau .,1,0,train,"['môn', 'gắn', 'tương_tác']"
"cô tận tâm , nhiệt tình , sẵn sàng giảng lại bài cho lớp khi có chỗ khó hiểu .",0,2,train,"['tận_tâm', 'nhiệt_tình', 'sẵn_sàng', 'giảng', 'lớp', 'chỗ']"
tài liệu cho kết quả nhưng có cái đúng cái sai làm hoang mang cho việc tự học tại nhà .,1,0,train,"['tài_liệu', 'kết_quả', 'sai', 'hoang_mang', 'học']"
chỉ lên cho tự làm .,1,0,train,[]
em cảm thấy sự tương quan giữa tiết học thực hành và lý thuyết chưa hợp lý lắm .,1,0,train,"['tương_quan', 'tiết', 'học', 'thực_hành', 'lý_thuyết', 'hợp_lý', 'lắm']"
"giảng viên rất nhiệt tình , thường xuyên trao đổi tài liệu qua website môn học .",0,2,train,"['giảng_viên', 'nhiệt_tình', 'thường_xuyên', 'trao_đổi', 'tài_liệu', 'website', 'môn_học']"
thầy nhiệt tình năng động .,0,2,train,"['thầy', 'nhiệt_tình', 'năng_động']"
"không có lời giải đầy đủ , học sinh không biết làm là coi như không biết làm từ đâu hết cuối .",1,0,train,"['lời_giải', 'đầy_đủ', 'học_sinh', 'coi']"
cô rất thân thiện và nhiệt tình .,0,2,train,"['thân_thiện', 'nhiệt_tình']"
"thầy rất tận tình , hướng dẫn cụ thể .",0,2,train,"['thầy', 'tận_tình', 'hướng_dẫn']"
em học phân tích thiết kế cô wzjwz276 mà .,0,1,train,"['học', 'phân_tích', 'thiết_kế', 'wzjwz276']"
"dạy dễ hiểu , cuốn hút .",0,2,train,"['dạy', 'cuốn_hút']"
"tiết dạy sinh động , khả năng truyền đạt cao .",0,2,train,"['tiết', 'dạy', 'sinh_động', 'khả_năng', 'truyền_đạt']"
thầy dạy nhiệt tình dễ hiểu khá thoải mái hòa đồng với sinh viên .,0,2,train,"['thầy', 'dạy', 'nhiệt_tình', 'thoải_mái', 'hòa', 'đồng', 'sinh_viên']"
thầy dạy nhiệt tình .,0,2,train,"['thầy', 'dạy', 'nhiệt_tình']"
không đảm bảo giờ giảng dạy .,0,0,train,['giảng_dạy']
thầy day tốt .,0,2,train,"['thầy', 'day']"
phát âm không chuẩn .,0,0,train,"['phát_âm', 'chuẩn']"
"như thầy lý thuyết , thầy cho chúng em tự tìm hiểu 3dsmax từ đầu kỳ nên cuối kỳ làm đồ án rất khỏe .",0,2,train,"['thầy', 'lý_thuyết', 'thầy', '3dsmax', 'đầu', 'kỳ', 'kỳ', 'đồ_án', 'khỏe']"
"giảng viên rất tận tâm , nhiệt huyết , cô có khả năng truyền đặt cao , cách giảng dạy lôi cuốn , thu hút .",0,2,train,"['giảng_viên', 'tận_tâm', 'nhiệt_huyết', 'khả_năng', 'truyền', 'giảng_dạy', 'lôi_cuốn', 'thu_hút']"
"giảng viên tận tình , chu đáo , gần gũi sinh viên .",0,2,train,"['giảng_viên', 'tận_tình', 'chu_đáo', 'gần_gũi', 'sinh_viên']"
"vui vẻ , cởi mở .",0,2,train,"['vui_vẻ', 'cởi_mở']"
thầy giảng dạy rất có nguyên tắc .,0,2,train,"['thầy', 'giảng_dạy', 'nguyên_tắc']"
nên học ở giảng đường sẽ thuận tiện hơn .,1,0,train,"['học', 'giảng_đường', 'thuận_tiện']"
làm cho một phần học sinh ( chủ yếu khá và giỏi ) cảm thấy chán trong việc lên lớp .,0,0,train,"['học_sinh', 'chủ_yếu', 'giỏi', 'chán', 'lên_lớp']"
"cô dạy nhiệt tình , sẵn sàng giảng lại một phần nhiều lần .",0,2,train,"['dạy', 'nhiệt_tình', 'sẵn_sàng', 'giảng']"
cảm ơn thầy wzjwz291 rất nhiều .,0,2,train,"['thầy', 'wzjwz291']"
thầy rất có tâm ạ !,0,2,train,"['thầy', 'tâm']"
có nhiều bài tập về nhà .,1,2,train,['bài_tập']
em có đăng ký học môn khác vào tiết sau và lúc nào cũng bị đi muộn .,0,0,train,"['đăng_ký', 'học', 'môn', 'tiết', 'đi', 'muộn']"
"đổi mới hình thức kiểm tra , đảm bảo tính chất thực hành của môn học .",1,0,train,"['đổi_mới', 'hình_thức', 'kiểm_tra', 'tính_chất', 'thực_hành', 'môn_học']"
cơ sở vật chất của trường còn khá kém và thiếu các hoạt động ngoại khóa .,0,0,train,"['cơ_sở', 'vật_chất', 'trường', 'kém', 'hoạt_động', 'ngoại', 'khóa']"
một cuốn sách thật dày chỉ là một trong những tài liệu mà tụi em có thể tham khảo .,1,0,train,"['sách', 'dày', 'tài_liệu', 'tụi', 'tham_khảo']"
sự nhiệt tình của giảng viên trong quá trình giảng dạy .,0,2,train,"['nhiệt_tình', 'giảng_viên', 'giảng_dạy']"
giáo viên nên tập trung vào các vấn đề cần biết trên lớp để cho các sinh viên hiểu rõ hơn bài tập .,0,0,train,"['giáo_viên', 'lớp', 'sinh_viên', 'bài_tập']"
em xin chân thành cảm ơn !,3,1,train,['chân_thành']
"dạy rất nhiệt tình , lớp sinh động , truyền đạt tốt .",0,2,train,"['dạy', 'nhiệt_tình', 'lớp', 'sinh_động', 'truyền_đạt']"
có cho đề mẫu và bài tập để ôn tập .,0,2,train,"['đề', 'mẫu', 'bài_tập', 'ôn_tập']"
"giảng viên trả lời câu hỏi của sinh viên thiếu chuyên nghiệp ( qua loa , không đúng chủ đề ) .",0,0,train,"['giảng_viên', 'trả_lời', 'câu', 'sinh_viên', 'chuyên_nghiệp', 'qua_loa', 'chủ_đề']"
"chú trọng quá nhiều vào lý thuyết , ít bài tập .",1,0,train,"['chú_trọng', 'lý_thuyết', 'bài_tập']"
nhưng ngoài điều đó ra thì giảng viên rất tốt .,0,2,train,['giảng_viên']
"nội dung bài giảng hay , phù hợp và truyền đạt nội dung bài kết hợp ví dụ tuyệt vời !",0,2,train,"['nội_dung', 'giảng', 'truyền_đạt', 'nội_dung', 'kết_hợp', 'ví_dụ', 'tuyệt_vời']"
tận tình .,0,2,train,['tận_tình']
giảng viên thường không trả lời câu hỏi của sinh viền hoặc là khó chịu khi sinh viên hỏi bài .,0,2,train,"['giảng_viên', 'trả_lời', 'câu', 'sinh', 'viền', 'khó_chịu', 'sinh_viên']"
"bước vào lớp học cứ như "" đi nhầm lớp "" .",0,1,train,"['lớp_học', 'đi', 'nhầm', 'lớp']"
hay cho nghỉ .,0,0,train,['nghỉ']
không thấy giảng viên trên lớp .,0,0,train,"['giảng_viên', 'lớp']"
chương trình hiện tại chia tới 2 lĩnh vực trong một môn học .,1,1,train,"['chương_trình', 'chia', '2', 'lĩnh_vực', 'môn_học']"
"không chỉ truyền đạt đầy đủ kiến thức , thầy còn cho thêm sinh viên nhiều thông tin bổ ích khác .",0,2,train,"['truyền_đạt', 'đầy_đủ', 'kiến_thức', 'thầy', 'sinh_viên', 'thông_tin', 'bổ_ích']"
"giảng viên tận tâm , khả năng truyền đạt tốt .",0,2,train,"['giảng_viên', 'tận_tâm', 'khả_năng', 'truyền_đạt']"
những sinh viên đi học vào buổi đó không dự được thì sao có thể viết bài thu hoạch .,1,0,train,"['sinh_viên', 'đi', 'học', 'dự', 'viết', 'thu_hoạch']"
"giảng viên kém nhiệt tình , nghỉ học một số buổi nhưng không thông báo trên daa .",0,0,train,"['giảng_viên', 'kém', 'nhiệt_tình', 'nghỉ', 'học', 'thông_báo', 'daa']"
kiến thức được học ở lý thuyết cần được áp dụng một cách thực tiễn vào thực hành .,1,0,train,"['kiến_thức', 'học', 'lý_thuyết', 'áp_dụng', 'thực_tiễn', 'thực_hành']"
"hiện giờ , giảng viên đã nghỉ 2 tuần mà không báo trước .",0,0,train,"['hiện_giờ', 'giảng_viên', 'nghỉ', '2', 'tuần', 'báo']"
không phản hồi câu hỏi cũng như tiếp thu ý kiến của sinh viên một cách nhiệt tình và thoả đáng .,0,0,train,"['phản_hồi', 'câu', 'tiếp_thu', 'ý_kiến', 'sinh_viên', 'cách_nhiệt_tình', 'thoả_đáng']"
"cô nhiệt tình , có chia sẻ một số kinh nghiệm hữu ích trong ngành .",0,2,train,"['nhiệt_tình', 'kinh_nghiệm', 'hữu_ích', 'ngành']"
môi trường không đảm bảo an toàn cho sức khỏe .,2,0,train,"['môi_trường', 'đảm_bảo_an_toàn', 'sức_khỏe']"
"giảng rất dễ hiểu , liên hệ thực tế nhiều .",0,2,train,"['giảng', 'liên_hệ']"
"thầy rất vui tính , hòa đồng với sinh viên từ đó truyền đạt khá dễ tiếp thu .",0,2,train,"['thầy', 'vui_tính', 'hòa', 'đồng', 'sinh_viên', 'truyền_đạt', 'tiếp_thu']"
thầy nói tiếng anh còn hơi nhỏ .,0,0,train,"['thầy', 'tiếng', 'hơi']"
cô dạy slide lý thuyết hơi nhanh .,0,0,train,"['dạy', 'slide', 'lý_thuyết', 'hơi']"
chưa có slide tiếng việt .,0,0,train,"['slide', 'tiếng', 'việt']"
"thầy dạy nhiệt tình , chỗ nào lớp không hiểu thầy nhiệt tình giảng lại cho lớp .",0,2,train,"['thầy', 'dạy', 'nhiệt_tình', 'chỗ', 'lớp', 'thầy', 'nhiệt_tình', 'giảng', 'lớp']"
em đã kết thúc một học kỳ ở đó !,3,1,train,"['kết_thúc', 'học_kỳ']"
điểm danh thường xuyên .,0,1,train,"['điểm_danh', 'thường_xuyên']"
nội dụng môn học không liên quan đến đề thi .,1,0,train,"['nội_dụng', 'môn_học', 'đề', 'thi']"
mong giảng viên lưu tâm !,0,0,train,"['mong', 'giảng_viên', 'lưu_tâm']"
"luôn giải đáp những thắc mắc sớm nhất có thể , mở thêm những buổi học ngoài tăng cường kiến thức .",0,2,train,"['giải_đáp', 'thắc_mắc', 'học', 'tăng_cường', 'kiến_thức']"
giáo viên nên cho nhiều ví dụ nhỏ trên lớp hơn để chúng em dễ tiếp thu .,0,0,train,"['giáo_viên', 'ví_dụ', 'lớp', 'tiếp_thu']"
"sinh viên rất khó nắm bắt những gì giảng viên viết và ghi chú trên bảng , phần lớn chỉ có thể giảng dạy bằng máy chiếu , dù tốc độ không quá nhanh nhưng cũng chỉ là những dòng chữ lướt qua , khi về nhà lại phải tự mày mò học lại từ đầu tuy nói rằng nhiệm vụ của sinh viên là phải tìm hiểu bài trước khi đến lớp nhưng với việc giảng dạy trong một giảng đường rộng lớn đã khiến vai trò hỗ trợ của giảng viên trở nên mờ nhạt .",0,0,train,"['sinh_viên', 'nắm_bắt', 'giảng_viên', 'viết', 'ghi_chú', 'bảng', 'giảng_dạy', 'máy_chiếu', 'tốc_độ', 'dòng', 'chữ', 'lướt', 'mày_mò', 'học', 'đầu', 'nhiệm_vụ', 'sinh_viên', 'lớp', 'giảng_dạy', 'giảng_đường', 'rộng_lớn', 'vai_trò', 'giảng_viên', 'trở_nên', 'mờ_nhạt']"
"vui tính , năng nổ , dễ dàng tiếp cận sinh viên , cách dạy có hiệu quả .",0,2,train,"['vui_tính_năng_nổ', 'dễ_dàng', 'tiếp_cận', 'sinh_viên', 'dạy', 'hiệu_quả']"
cần giảng dạy theo slide tiếng việt hoặc giảng viên cần chú trọng dịch và giải thích hơn vì sinh viên cũng không giỏi tiếng anh nên khó tiếp thu .,0,0,train,"['giảng_dạy', 'slide', 'tiếng', 'việt', 'giảng_viên', 'chú_trọng', 'dịch', 'giải_thích', 'sinh_viên', 'giỏi', 'tiếng', 'tiếp_thu']"
"giá tiền tín chỉ thực hành theo hình thức 2 cao hơn , số buổi học ít hơn .",1,0,train,"['giá', 'tiền', 'tín_chỉ_thực_hành', 'hình_thức', '2', 'học']"
có các phương pháp dạy tốt .,0,2,train,"['phương_pháp', 'dạy']"
"giảng viên tận tâm , giảng dạy hiệu quả , có trao đổi và thảo luận trên moodle .",0,2,train,"['giảng_viên', 'tận_tâm', 'giảng_dạy', 'hiệu_quả', 'trao_đổi', 'thảo_luận', 'moodle']"
bổ sung thêm các trang thiết bị để đáp ứng nhu cầu môn học và cải thiện phòng lab rộng rãi hơn .,2,0,train,"['bổ_sung', 'trang', 'thiết_bị', 'đáp_ứng', 'nhu_cầu_môn_học', 'cải_thiện', 'phòng', 'lab', 'rộng_rãi']"
cần hỗ trọ nhiều máy thực hành hơn cho môn mạch số .,2,0,train,"['hỗ', 'trọ', 'máy', 'thực_hành', 'môn', 'mạch']"
"rất tán thành việc giảng viên liên hệ với doanh nghiệp để sinh viên đến tìm hiểu , thực tập về nội dung môn học cũng như có thêm nhiều kinh nghiệm bổ ích .",0,2,train,"['tán_thành', 'giảng_viên', 'liên_hệ', 'doanh_nghiệp', 'sinh_viên', 'thực_tập', 'nội_dung', 'môn_học', 'kinh_nghiệm', 'bổ_ích']"
"phòng máy chất lượng kém , rất chậm , liên tục mất điện trong quá trình thực hành .",2,0,train,"['phòng', 'máy', 'chất_lượng', 'kém', 'chậm', 'liên_tục', 'điện', 'thực_hành']"
